QID,Topic,Subtopic,Question,CorrectLetter,CorrectAnswer,miss_count,MemoryHook
1654,Data Processing & Transformations,DDL and DML features,"data engineering team has implemented a Python UDF (User Defined Function) that processes string inputs. Recently, a schema change in the source data introduced integer values in the input column, causing the UDF to fail at runtime. The team wants to debug the root cause and gather detailed error logs. Which is the best approach to debug this issue in Databricks?",B,Check cluster logs and driver/executor error messages to trace the failure and identify the unexpected data types.,1,Debug schema mismatch: check cluster logs and driver error messages
1655,Databricks Intelligence Platform,Select appropriate compute,Which of the following statements correctly describes the different types of Databricks SQL Warehouses available for running SQL queries?,D,All of the above.,0,All compute options valid: depends on workload needs
1658,Productionizing Pipelines,Spark UI optimization,"A data engineer is running a Spark job that performs wide transformations (joins, groupBy, aggregations) on a relatively small dataset (~50MB), but the job takes longer than expected due to excessive shuffling. Which Spark configuration should be tuned to reduce shuffle overhead and improve performance?",A,"spark.conf.set(“spark.sql.shuffle.partitions“, 50) to reduce the number of shuffle partitions to match the dataset size.",1,Too many shuffle partitions: spark.conf.set shuffle.partitions to match data
1659,Productionizing Pipelines,Spark UI optimization,"A data engineer observes that a PySpark job is running slower than expected. In the Spark UI, they notice that the CPU Time is much higher than the Task Time across multiple stages. What should the data engineer do to address this issue?",C,High CPU Time vs Task Time means we need to fine-tune the worker nodes by improving the compute.,0,High CPU vs task time = compute bottleneck -> tune worker nodes
1661,Databricks Intelligence Platform,Select appropriate compute,"A data engineer is helping a finance analytics team manage costs in their Databricks SQL environment. The team often runs reports during the day but frequently forgets to shut down the SQL warehouse afterward, leading to unnecessary charges. Which configuration should the data engineer apply to automatically shut down the SQL warehouse after it has been idle for a specified period?",E,Auto-Stop,1,Prevent idle cluster cost: Auto-Stop feature
1663,Data Processing & Transformations,DDL and DML features,A data engineer needs to refresh a Delta table named customer_data with new data from a staging table. They want to: Replace all rows in the table Keep the existing schema and table metadata Avoid dropping and recreating the table Which SQL command should they use?,C,INSERT OVERWRITE TABLE customer_data SELECT * FROM staging_table,0,Overwrite table with staging data: INSERT OVERWRITE TABLE ... SELECT ...
1664,Data Processing & Transformations,DDL and DML features,A data engineer is working with a column named items that contains arrays of item names. They want to convert each item name to uppercase without changing the structure of the array. Which Spark SQL function should they use?,E,transform,0,Apply function to each element in array: transform()
1666,Productionizing Pipelines,Databricks Asset Bundles,A developer has defined a Databricks Asset Bundle in a databricks.yml file and wants to check for syntax errors and configuration issues before deploying it to any environment. Which Databricks CLI command should they use?,B,databricks bundle validate,0,Check DAB config before deploy: databricks bundle validate
1668,Data Processing & Transformations,PySpark aggregations,A data engineer is working in a Databricks notebook using PySpark. They have registered a temporary view named transactions_view and want to retrieve all rows where the amount is greater than 1000 using SQL. Which of the following Python code snippets correctly executes this SQL query and returns a Spark DataFrame?,A,spark.sql(“SELECT * FROM transactions_view WHERE amount > 1000“),0,SQL with filter in PySpark: spark.sql('SELECT ... WHERE condition')
1670,Development and Ingestion,Understand notebook capabilities,"A data analyst is exploring user behavior data in a Databricks notebook to identify unusual clickstream patterns. They need to use the result of a complex query several times throughout the notebook. Instead of re-writing the query multiple times, they want to find an alternate solution. At the same time, they do not want the data to be written to a permanent storage to save cost. The result should only exist during their current analysis session and be discarded automatically when the notebook is detached from the cluster. Which of the following is the most suitable option for this requirement?",E,Temporary View,0,Share query result with notebook: convert to Temporary View
1671,Data Processing & Transformations,PySpark aggregations,"A data engineer is analyzing the returns_data table, which contains a column named return_reason. They want to count how many records have NULL value in the return_reason column. Which of the following queries correctly returns the number of NULL values in the return_reason column? (Select two answers)","A,E",SELECT COUNT(*) FROM returns_data WHERE return_reason IS NULL; | SELECT COUNT_IF(return_reason IS NULL) FROM returns_data;,0,Count NULLs: COUNT(*) WHERE IS NULL = COUNT_IF(IS NULL)
1674,Data Processing & Transformations,DDL and DML features,"A data engineer needs to generate a report of all sales where the sold product belongs to the “Electronics“ category. The two tables involved are: sales with columns: sale_id, product_id, sale_amount products with columns: product_id, product_name, category Which of the following SQL queries correctly returns only the matching sales where the category is “Electronics“? (Select 2 Answers)","A,D","SELECT s.sale_id, s.sale_amount FROM sales s JOIN products p ON s.product_id = p.product_id WHERE p.category = ‘Electronics‘; | SELECT s.sale_id, s.sale_amount FROM sales s INNER JOIN products p ON s.product_id = p.product_id WHERE p.category = ‘Electronics‘;",0,JOIN = INNER JOIN: both syntaxes return same result
1678,Data Processing & Transformations,Lakeflow Spark Declarative Pipelines,A data engineer is creating a Delta Live Tables (DLT) pipeline and adds the following constraint to enforce data quality: CREATE OR REFRESH STREAMING TABLE clean_users ( CONSTRAINT valid_age EXPECT (age > 0) ) AS SELECT * FROM STREAM(LIVE.raw_users); What is the default behavior if a row from raw_users contains a negative or null age value?,D,"The row is written to the target, and the violation is recorded in dataset metrics",0,DLT WARN mode: bad rows written + violation logged in metrics
1680,Data Governance & Quality,Unity Catalog permissions,"A data analyst wants to explore available tables and views in a Databricks workspace using a visual, interactive interface. They need to browse through catalogs and schemas, view table-level and column-level comments and tags, and understand object structure without writing SQL. Which Unity Catalog feature should they use?",E,Catalog Explorer,0,Browse Unity Catalog objects visually: Catalog Explorer
1681,Databricks Intelligence Platform,Explain the value of the Data Intelligence Platform,Which statement correctly distinguishes Query Federation from Catalog Federation in Databricks Lakehouse Federation?,D,"In Query Federation, queries are pushed down and executed on the external database; in Catalog Federation, data is accessed from external catalogs and queries run on Databricks compute.",0,Query Federation = pushdown to external DB; Catalog Fed = query on Databricks
1682,Data Processing & Transformations,DDL and DML features,A data engineering team is building a quality assurance process to trace records back to their source files during ingestion. The team uses Spark SQL to query multiple JSON files stored in the following folder: /Volumes/retail/landing/customers/ They want to add a new column to their query output that displays the full path of the file from which each row was read. Which of the following SQL queries should they use?,A,"SELECT *, input_file_name() FROM json.′/Volumes/retail/landing/customers/′",1,Get source filename: input_file_name() in SELECT
1683,Data Processing & Transformations,DDL and DML features,"A data engineer is reviewing a Databricks notebook that queries JSON files from the following folder: /Volumes/data/customers/ The engineer notices the following query: SELECT * FROM ′/Volumes/data/customers/′ However, the query fails with an error. They need to rewrite the query using Spark SQL so that it: Reads JSON files directly from the path without registering a table Returns all columns from the JSON files Uses the correct syntax to specify the file format Which of the following query will correctly resolve the error and return the data?",D,SELECT * FROM json.′/Volumes/data/customers/′,1,Query JSON volume: SELECT * FROM json.'path/to/dir'
1684,Databricks Intelligence Platform,Select appropriate compute,An analyst wants to run ad hoc SQL queries and build dashboards within the Databricks SQL workspace. They're unsure which compute resource to use when configuring their environment. Which compute resource should they select to support this use case?,C,SQL Warehouse,1,Best compute for BI/SQL workloads: SQL Warehouse
1688,Databricks Intelligence Platform,Select appropriate compute,"An SQL query run against a Databricks SQL warehouse is experiencing slow performance. The team has identified that the latency is not caused by concurrent users or multiple queries, but by a single complex query running against a large table. What is the most appropriate configuration change to improve performance?",A,Increase SQL warehouse size (scale up compute resources),4,SQL too slow? Scale up: increase warehouse size
1689,Data Processing & Transformations,DDL and DML features,"A data engineer wants to create a user-defined function (UDF) in Databricks using SQL.

The function should:

Concatenate a first name and last name

Capitalize each part

Return the full name

Which statement correctly defines this function?",C,"CREATE OR REPLACE FUNCTION format_name(fname STRING, lname STRING)
RETURNS STRING
RETURN INITCAP(fname) || ‘ ‘ || INITCAP(lname);",0,Title-case UDF: INITCAP(col) || ' ' || INITCAP(col)
1691,Development and Ingestion,Understand notebook capabilities,Which feature allows users to write and execute code in multiple languages within the same Databricks notebook?,D,"Use of language-specific magic commands like %python, %sql, %scala, and %sh",0,"Multi-language notebook: %python, %sql, %scala, %sh magic commands"
1692,Data Processing & Transformations,DDL and DML features,"You are managing a Delta Lake table and want to enforce a new constraint to ensure that a certain column, ‘age‘, always has values greater than zero. Which command would you use to add this constraint?",B,ALTER TABLE my_table ADD CONSTRAINT age_greater_than_zero CHECK (age > 0);,0,Add table constraint: ALTER TABLE ... ADD CONSTRAINT name CHECK (expr)
1697,Data Processing & Transformations,DDL and DML features,"You want to load data from an SQLite database into a Databricks table using the Spark JDBC API. Fill in the blank in the following code to specify the correct format for the format() method that allows Spark to recognize and connect to the SQLite database: df = (spark.read .format(“_____“) .option(“url“, “jdbc:sqlite:/dbfs/FileStore/databases/mydb.sqlite“) .option(“dbtable“, “table_name“) .load()) What value should replace the blank (“_____“) to successfully connect to the SQLite database using JDBC in Databricks?",B,“jdbc“,1,JDBC format string: 'jdbc' (not full driver class name)
1698,Development and Ingestion,Understand notebook capabilities,What is the primary purpose of an alert in the Databricks SQL environment?,A,To trigger notifications when the result of a scheduled query meets a condition,0,Databricks SQL alerts: notify when scheduled query meets condition
1701,Databricks Intelligence Platform,Select appropriate compute,"A machine learning engineer is collaborating with a data science team to build and train models in Databricks.

They need to ensure that:

All team members use the same version of Spark, Python libraries, and system settings

Built-in ML libraries like MLflow and scikit-learn are available without manual installation

What is the most effective way to meet these requirements?",B,Use a shared cluster configured with Databricks Runtime for Machine Learning,0,ML workloads on shared cluster: use Databricks Runtime for ML
1708,Databricks Intelligence Platform,Optimize data layout and query performance,"A Delta table has accumulated many small Parquet files due to frequent appends from streaming sources. As a result, the read performance of the table has noticeably degraded. What command should the data engineer use to compact these small files into larger ones and improve query performance?",E,OPTIMIZE,0,Compact Delta files: OPTIMIZE table_name
1709,Data Processing & Transformations,Medallion Architecture,"A data engineering team uses the medallion architecture in Databricks. To avoid duplicating code, they've stored commonly used configurations and utility functions (e.g., file paths, schema definitions, and logging helpers) in a separate notebook named /Shared/Includes/config. What is the best way for team members to reuse this shared code across their Bronze, Silver, and Gold notebooks during development?",B,Use the %run /Shared/Includes/config command at the top of each notebook,0,Share config across notebooks: %run /Shared/Includes/config
1711,Development and Ingestion,Use Databricks Connect,"A healthcare research team wants to build Spark applications in PyCharm as that‘s their preferred IDE for development. During development they want to be able to step through the code and debug interactively. However, their laptops cannot process large patient datasets stored in the Databricks Lakehouse. They want to keep using their IDE but still leverage Databricks cluster scale. Which approach best meets their needs?",C,Use Databricks Connect to link their IDE with a Databricks cluster for execution.,0,Local IDE + remote cluster: Databricks Connect
1712,Productionizing Pipelines,Workflow deployment and recovery,"A data engineer at a manufacturing company manages a daily ETL process that collects machine telemetry data from cloud storage, transforms it, and saves it to a Delta table. This process must run every day at 5AM without manual intervention, and the engineer wants to receive notifications if the process encounters a failure. If the process succeeds, business users should be notified that the data is available for reporting. Which Databricks feature should be used to implement this automation?",B,Databricks Jobs,0,"Orchestrate notebooks, SQL, wheels: Databricks Jobs"
1714,Development and Ingestion,Use Auto Loader and debugging tools,"A data engineer is troubleshooting a Delta Live Tables (DLT) pipeline and sees that a streaming source is defined using the following code: spark.readStream \ .format(“cloudFiles“) \ .option(“cloudFiles.format“, “json“) \ .load(“abfss://landing@datalake.dfs.core.windows.net/raw/“) What does this indicate about the data ingestion method?",D,The pipeline uses Auto Loader to ingest streaming JSON files,0,cloudFiles format = Auto Loader is streaming JSON
1715,Data Processing & Transformations,DDL and DML features,"A data engineer wants to apply a 20% value added tax to all item prices stored in a map column named item_prices, where the item names are the keys and prices are the values. Which of the following SQL expressions correctly updates the prices while keeping the keys unchanged?",E,"SELECT transform_values(item_prices, (k, v) -> round(v * 1.20, 2)) FROM order_items;",1,"Transform map values with lambda: transform_values(map, (k,v) -> expr)"
1716,Data Governance & Quality,Unity Catalog permissions,"The reporting team needs just the SELECT privileges on the orders_summary table so that they can use the table for reporting requirements.  The table exists in the catalog analytics and schema sales_q1. To satisfy the requirement, the Data Engineer engineer granted  SELECT privilege on the orders_summary table to a user group called reporting_team.  They also granted the USE SCHEMA privilege on the sales_q1 schema to the same group. However, users in the group are still receiving permission errors when attempting to query the orders_summary table. Which of the following steps should the engineer take to resolve the issue?",D,Grant the USE CATALOG privilege on the analytics catalog to the reporting_team group.,0,Catalog access: GRANT USE CATALOG ON CATALOG ... TO group
1717,Data Processing & Transformations,DDL and DML features,"A data engineer creates a table in Databricks using the following SQL command:

CREATE TABLE bronze.sales
(
order_id STRING,
customer_id STRING,
total_amount DECIMAL(10,2),
order_date DATE
);

They do not specify a storage location. The table is now available for other team members to query.

Which of the following statements about this table is most likely true?",E,The table is a managed table,0,No LOCATION clause in CREATE TABLE = managed table
1718,Databricks Intelligence Platform,Select appropriate compute,"A data engineer adds new environment variables to a Databricks cluster‘s configuration via init scripts to connect to an external storage system. However, after saving the changes and running their notebook, the environment variables are not available. What should the engineer do to ensure the new environment variables are applied?",C,Restart the cluster to apply the updated environment variables,0,Apply new env vars to cluster: restart the cluster
1719,Productionizing Pipelines,Workflow deployment and recovery,"A data engineer is building a Spark Structured Streaming pipeline to process IoT sensor data. The team wants to process any new data from the source every 60 seconds using a micro-batch approach. The engineer writes the following code: query = (spark.readStream .format(“delta“) .load(“/mnt/sensor_bronze“) .writeStream .trigger(_____) .format(“delta“) .option(“checkpointLocation“, “/mnt/checkpoints/silver“) .start(“/mnt/sensor_silver“)) Which of the following should be used to correctly complete the trigger configuration?",B,Trigger.ProcessingTime(“1 minute“),1,Fixed-interval micro-batches: Trigger.ProcessingTime('1 minute')
1720,Databricks Intelligence Platform,Select appropriate compute,"A developer runs a PySpark application through Databricks Connect in VS Code. The code reads a Delta table, performs aggregations with Spark SQL, and then uses regular Python list comprehensions to process the collected results. Where does each part of the code run?",C,"Spark code executes on the Databricks cluster, while Python code executes locally.",0,"Databricks Connect: Spark runs remote, Python runs local"
1721,Data Processing & Transformations,PySpark aggregations,"A data engineer is analyzing transaction data stored in a Spark table named monthly_sales with the following columns: region month sales_amount The engineer wants to produce a report where each row represents a region, and there is a separate column for each month‘s total sales (e.g., Jan, Feb, Mar), instead of having separate rows for each month. Which SQL clause should be used to restructure this data from a long format to a wide format?",E,PIVOT,0,Rows to columns aggregation: PIVOT
1723,Data Processing & Transformations,DDL and DML features,A data engineer is working with a map column in a Spark table where item names are keys and item prices are values. The engineer needs to: 1. Increase all item prices by 10% 2. Keep the item names unchanged 3. Avoid filtering out any items Which higher-order function should the engineer use?,C,transform_values,0,"Transform map values: transform_values(map_col, (k, v) -> expr)"
1725,Databricks Intelligence Platform,Explain the value of the Data Intelligence Platform,"A global retail company has data engineers spread across multiple regions. Some prefer VS Code, others use PyCharm. They all want to work in their local IDEs of choice, run tests, and debug interactively, but still use a centralized Databricks cluster for Spark execution against the Lakehouse. The company does not want to enforce notebooks-only development. Which feature enables this workflow?",E,Databricks Connect,0,Run Databricks code from local IDE: Databricks Connect
1730,Data Processing & Transformations,Lakeflow Spark Declarative Pipelines,"A team is building a Delta Live Tables (DLT) pipeline. The Bronze and Silver layers are already implemented to ingest and transform clickstream data using streaming tables. They now want to define a Gold layer that produces aggregated metrics like daily active users and total clicks per region. The team wants this table to refresh automatically as new data is ingested, but low-latency updates are not required. Which of the following definitions is most appropriate for the Gold layer?",D,CREATE OR REFRESH MATERIALIZED VIEW gold_metrics ...,0,DLT materialized view: CREATE OR REFRESH MATERIALIZED VIEW name AS ...
1732,Databricks Intelligence Platform,Optimize data layout and query performance,Why would a data engineer apply Z-Ordering to a column in a Delta table that is frequently used in query filters?,D,To organize data in a way that enhances data skipping and read efficiency,0,Z-Ordering purpose: colocate related data -> data skipping -> faster reads
1735,Data Processing & Transformations,DDL and DML features,"A data engineer is reviewing sales data in Databricks. They have two tables: sales: Contains sale_id, product_id, and sale_amount products: Contains product_id and product_name The engineer wants to retrieve all rows from the sales table, along with matching product names from the products table. If a product no longer exists in the products table, those rows from sales should still be included, with NULL for missing product names. Which of the following SQL statements meets this requirement?",C,"SELECT s.sale_id, s.product_id, s.sale_amount, p.product_name FROM sales s LEFT JOIN products p ON s.product_id = p.product_id;",1,"Left join keeps all left rows, nulls for non-matching right: LEFT JOIN"
1736,Databricks Intelligence Platform,Explain the value of the Data Intelligence Platform,A healthcare company stores patient data in a SQL Server database that powers daily operations. Analysts in Databricks occasionally need to join this operational data with clinical data already in the Lakehouse. The team wants quick access without building pipelines or duplicating the SQL Server data into Databricks. Which approach best meets this requirement?,E,Use Lakehouse Federation to connect to the SQL Server database,0,Connect to external SQL DB: Lakehouse Federation
1738,Data Processing & Transformations,DDL and DML features,"A data engineer is running an ETL pipeline across multiple notebooks in Databricks. In the first notebook, they prepare a cleaned dataset and want to make it temporarily available for further transformations in other notebooks running on the same cluster. The engineer does not want to write the dataset to cloud storage or register it in Unity Catalog or Hive Metastore, but they do need the data to persist beyond the current notebook so it can be accessed in other notebooks running on the same cluster. Which type of object should the engineer create to meet these requirements?",E,Global temporary view,1,Cross-session view = Global temporary view
1739,Data Processing & Transformations,Lakeflow Spark Declarative Pipelines,"A data engineer is developing a Delta Live Tables (DLT) pipeline to clean incoming customer data. They want the pipeline to:	Automatically discard any row where email is NULL	Continue processing valid rows without failing the pipeline	Track how many rows were discarded	Which of the following SQL statements correctly implements this behavior using DLT constraints?		",D,"CREATE OR REFRESH STREAMING TABLE clean_customers (	CONSTRAINT valid_email EXPECT (email IS NOT NULL) ON VIOLATION DROP ROW	)	AS	SELECT * FROM STREAM(LIVE.raw_customers);		",1,DLT streaming table with constraint: CREATE OR REFRESH STREAMING TABLE ... EXPECT ... ON VIOLATION
1740,Data Processing & Transformations,DDL and DML features,"A data engineer is working with a Spark SQL table order_items that contains an array column named items. Each element in the array is a named struct with name (STRING) and price (DOUBLE). They want to add 10% tax to each item price and convert the item name to uppercase, while preserving the structure of the array. Which of the following SQL queries correctly achieves this using a higher-order function?",E,"SELECT transform(items, x -> struct(upper(x.name), round(x.price * 1.10, 2))) FROM order_items;",1,"Transform array of structs: transform(arr, x -> struct(expr1, expr2))"
1741,Data Governance & Quality,Unity Catalog permissions,A data engineer wants to allow the model_training group to only use a user defined function called predict_score() defined in the ml_utils schema of the projects catalog. They shouldn‘t be allowed to modify the function. Which privilege should the engineer grant on the predict_score function to meet this requirement?,E,EXECUTE,0,Run a function in UC: requires EXECUTE privilege
1743,Data Processing & Transformations,DDL and DML features,"Scenario: A data engineer needs to update a Delta table named customers with new data from a staging table named staging_customers. The update should:	Update existing customer records if the customer_id matches	Insert new records if no matching customer_id exists in the target table	Question: Which SQL command should the engineer use to perform both updates and inserts in a single atomic operation?			",C,MERGE,0,MERGE = INSERT + UPDATE + DELETE in one atomic operation
1744,Data Processing & Transformations,Medallion Architecture,"Scenario: A data engineering team maintains a structured streaming pipeline based on the Medallion Architecture.

Bronze: Raw JSON ingested with Auto Loader.
Silver: Cleaned data written via streaming query.
Gold: Aggregated data for reporting.
They now want to create a new streaming query that reads from the Silver table, performs a time-based aggregation, and writes results into a Gold table.

Question: Which code snippet correctly implements the hop from Silver → Gold?",D,"(spark.readStream
.format(“delta“)
.load(“/mnt/silver_data“)
.groupBy(“device_id“)
.count()
.writeStream
.format(“delta“)
.option(“checkpointLocation“, “/mnt/checkpoints/gold“)
.start(“/mnt/gold_data“))",2,Silver -> Gold stream: readStream delta -> groupBy -> writeStream delta
1745,Data Governance & Quality,Lineage and audit logs,"A data analyst is reviewing a gold-level table that includes a column called total_order_amount, which is calculated by multiplying item_price and item_quantity. They want to visually trace the data flow that led to this column including upstream tables, intermediate transformations, and column-level derivation using a built-in Databricks feature. Which feature should they use?",C,Lineage tab within Catalog Explorer,0,View column/table lineage: Lineage tab in Catalog Explorer
1747,Data Processing & Transformations,DDL and DML features,"A data engineer is preparing raw customer data stored in JSON files and wants to make it easily accessible to data analysts for ad-hoc analysis.
They want to register a reusable object of the raw data that allows analysts to query the data without dealing with file paths or reloading the files. This object should:

Persist beyond the current session or cluster

Be discoverable in the catalog for lineage and governance

Support role-based access control

Not store physical data but reflect the results of a SQL query

Which type of object should the engineer create?",C,View,0,Named saved SELECT query (no data copy): View
1748,Data Processing & Transformations,DDL and DML features,"A data engineering team uses a numeric payment_status column (1 = Success, 2 = Pending, etc.) across multiple ETL pipelines. They want to convert these codes to descriptive strings without repeating logic in every query. Which of the following is the best solution?",C,Create a SQL user-defined function (UDF) that maps status codes to descriptive text and use the UDF in every query,0,"Reuse complex mapping logic: create a SQL UDF, call it in queries"
1749,Databricks Intelligence Platform,Select appropriate compute,A developer tries to run a PySpark app through Databricks Connect. The cluster is on Databricks Runtime 15.4 LTS with Python 3.11. The developer sees runtime errors when starting the session. What could be the reason?,D,The developer's local Python version is incompatible with the cluster runtime,0,Databricks Connect error: local Python version ≠ cluster runtime
1752,Databricks Intelligence Platform,Select appropriate compute,"A media analytics company stores user activity logs, engagement metrics, and subscription billing data across a Data Lake and a separate Data Warehouse. Data scientists need access to raw log data in the Data Lake for experimentation, while analysts rely on curated tables in the Data Warehouse for reporting. Managing data across multiple systems has led to rising infrastructure costs, slow data availability, and operational complexity. Which solution should the company adopt to unify their data, reduce costs, and support both data science and BI workloads from a single platform?",A,Adopt a Data Lakehouse architecture,0,Unified analytics + governance + storage: Data Lakehouse architecture
1753,Data Processing & Transformations,DDL and DML features,A data engineer is working with a column containing JSON strings and wants to convert each string into a structured format using a predefined schema. Which Spark SQL function should they use to perform this transformation?,E,from_json(),0,"Parse JSON column: from_json(col, schema)"
1755,Databricks Intelligence Platform,Select appropriate compute,"A team of analysts frequently runs concurrent queries against a Databricks SQL warehouse. As usage increases, they begin to observe degraded performance due to high query concurrency. What is the most appropriate configuration change to improve performance?",B,Increase the maximum number of clusters,0,Handle more concurrent users: increase max number of clusters
1757,Development and Ingestion,Understand notebook capabilities,Which command is used in a Databricks notebook to run another notebook and import its contents into the current session?,C,%run,0,Execute another notebook: %run
1758,Development and Ingestion,Understand notebook capabilities,A data science team is prototyping models in Databricks notebooks. They want to: Track changes to code over time Collaborate on different features in parallel Review each other‘s work before merging Integrate with CI/CD pipelines for automated testing and deployment Which version control approach best meets these requirements?,D,Use Databricks Repos linked to a Git provider like GitHub or Azure DevOps.,0,Version-controlled notebooks: Databricks Repos + Git provider
1759,Data Processing & Transformations,PySpark aggregations,"A data engineer is analyzing a Spark table named user_activity, which includes a column named session_duration. The engineer wants to count how many rows have a non-null value in the session_duration column. Which of the following queries will correctly count only the rows where session_duration is NOT NULL? (Select two answers)","A,D",SELECT COUNT(*) FROM user_activity WHERE session_duration IS NOT NULL; | SELECT COUNT(session_duration) FROM user_activity;,1,Count non-NULLs: COUNT(*) WHERE NOT NULL = COUNT(col)
1760,Development and Ingestion,Understand notebook capabilities,"A data analyst and a data scientist are collaborating on a single Databricks notebook. The analyst prefers writing queries in SQL, while the data scientist wants to use Python for visualizations and model training. They want to avoid switching between notebooks and keep their work in one place. How can they accomplish this in Databricks?",C,Use language-specific magic commands like %sql and %python in the same notebook,0,Switch language per cell: %sql / %python in same notebook
1761,Data Processing & Transformations,DDL and DML features,"A data engineer creates a Delta table using a CREATE TABLE command without specifying a LOCATION clause. Later, they use DROP TABLE to remove it. What will happen to the underlying data files?",A,The files will be deleted automatically from managed storage,0,DROP managed table = data files auto-deleted from managed storage
1762,Data Processing & Transformations,DDL and DML features,"A data engineer is working with customer transaction data stored as monthly JSON files in the folder:

/Volumes/commerce/landing/transactions/

The folder contains:

transactions_2023_oct.json
transactions_2023_nov.json
transactions_2023_dec.json
transactions_2024_jan.json

The engineer wants to write a query that selects data only from the 2023 files using a wildcard pattern in Spark SQL.
Which of the following queries meets this requirement?",A,"SELECT *
   FROM json./Volumes/commerce/landing/transactions/transactions_2023_*.json",1,Query JSON with wildcard: FROM json.'/path/*pattern*.json'
1763,Development and Ingestion,Understand notebook capabilities,A business analyst creates a dashboard in Databricks SQL that tracks weekly customer churn. They want to receive an automatic Slack notification if the churn rate exceeds 5% in any week. The query calculating churn is already scheduled to run every Monday. Which Databricks feature should they use to implement this?,B,Configure a Databricks SQL alert on the scheduled query and set the destination to a Slack webhook,0,SQL query alert to Slack: Databricks SQL alert + webhook destination
1767,Databricks Intelligence Platform,Select appropriate compute,"A data analytics team is exploring a new dataset to identify customer behavior patterns. Multiple team members are working together in real time, using shared notebooks to run SQL and Python code interactively. They frequently install libraries, visualize data, and update logic during exploratory sessions. The workload is not automated or scheduled.

Which type of Databricks cluster is most appropriate for this use case?",D,All-purpose cluster,0,Interactive dev work: All-purpose cluster (stays running)
1773,Development and Ingestion,Delta Lake,Which of the following statements is Not true about Delta Lake?,D,Delta Lake builds upon standard data formats: Parquet + XML,1,Delta Lake file formats: Parquet (data) + JSON transaction log
1774,Development and Ingestion,Delta Lake Operations,How long is the default retention period of the VACUUM command?,B,7 days,0,Default Delta retention period: 7 days
1775,Development and Ingestion,Python Syntax,The data engineering team has a Delta table called employees that contains the employees personal information including their gross salaries. Which of the following code blocks will keep in the table only the employees having a salary greater than 3000?,E,DELETE FROM employees WHERE salary <= 3000;,1,SQL DELETE syntax: DELETE FROM table WHERE condition
1776,Development and Ingestion,Python Syntax,"A data engineer has developed a code block to completely reprocess data based on the following if-condition in Python:
if process_mode = ""init"" and not is_table_exist:
print(""Start processing..."")
This if-condition is returning an invalid syntax error.
Which of the following changes should be made to the code block to fix this error?",E,"if process_mode == ""init"" and not is_table_exist:print(""Start processing ..."")",0,Conditional init: if mode == 'init' and not table_exists:
1777,Development and Ingestion,External Data Integration,"Fill in the below blank to successfully create a table in Databricks using data from an existing PostgreSQL database:
CREATE TABLE employees
USING ____
OPTIONS (
url ""jdbc:postgresql:dbserver"",
dbtable ""employees""",A,org.apache.spark.sql.jdbc,0,External DB connection driver: org.apache.spark.sql.jdbc
1778,Development and Ingestion,Delta Table Operations,A junior data engineer usually uses INSERT INTO command to write data into a Delta table. A senior data engineer suggested using another command that avoids writing of duplicate records. Which of the following commands is the one suggested by the senior data engineer?,A,MERGE INTO,0,CDC upsert command: MERGE INTO
1779,Development and Ingestion,Delta Live Tables,"A data engineer is designing a Delta Live Tables pipeline. The source system generates files containing changes captured in the source data. Each change event has metadata indicating whether the specified record was inserted, updated, or deleted. In addition to a timestamp column indicating the order in which the changes happened. The data engineer needs to update a target table based on these change events. Which of the following commands can the data engineer use to best solve this problem?",B,APPLY CHANGES INTO,1,DLT CDC ingestion: APPLY CHANGES INTO
1780,Development and Ingestion,Spark SQL and PySpark,"In PySpark, which of the following commands can you use to query the Delta table employees created in Spark SQL?",D,"spark.table(""employees"")",0,Read table as DataFrame: spark.table('table_name')
1781,Development and Ingestion,Python Syntax,Which of the following code blocks can a data engineer use to create a user defined function (UDF)?,D,CREATE FUNCTION plus_one(value INTEGER)RETURNS INTEGERRETURN value +1;,2,SQL UDF: CREATE FUNCTION name(param TYPE) RETURNS TYPE RETURN expr
1782,Development and Ingestion,General,Given the two tables students_course_1 and students_course_2. Which of the following commands can a data engineer use to get al the students from the above two tables without duplicate records?,B,SELECT FROM students_course_1 UNION SELECT FROM students_course_2,0,Combine all rows from two tables: UNION (deduplicates)
1783,Development and Ingestion,External Data Integration,"Given the following command:
CREATE DATABASE IF NOT EXISTS hr_db;
In which of the following locations will the hr_db database be located?",A,dbfs:/user/hive/warehouse,1,Default Hive metastore path: dbfs:/user/hive/warehouse
1784,Development and Ingestion,General,"Given the following table faculties, Fill in the below blank to get the students enrolled in less than 3 courses from the array column studtents
SELECT
faculty_id,
students,
_____ AS few_courses_students
FROM faculties",D,"FILTER (students, i -> i.total_courses < 3)",1,"Filter array with lambda: FILTER(arr, i -> i.col < N)"
1785,Development and Ingestion,Spark SQL and PySpark,"Given the following Structured Streaming query:
(spark.table(""orders"").withColumn(""total_after_tax"", col(""total"")+col(""tax"")).writeStream.option(""checkpointLocation"", checkpointPath).outputMode(""append"").______________.table(""new_orders""))Fill in the blank to make the query executes a micro-batch to process data every 2 minutes",B,"trigger(processingTime=""2 minutes"")",0,Micro-batch stream interval: trigger(processingTime='2 minutes')
1787,Development and Ingestion,Auto Loader,Which of the following statements best describes Auto Loader?,B,"Auto loader monitors a source location, in which files accumulate, to identify and ingest only new arriving files with each command run. While the files that have already been ingested in previous runs are skipped.",0,"Auto Loader: tracks ingested files, skips them on next run"
